;loan_id;account_id;date;amount;duration;payments;status
265;5337;1886;Wed, Jul 31, '96;162468;36;4513;1
266;5495;2580;Fri, Aug 02, '96;89340;60;1489;1
267;7013;9928;Fri, Aug 02, '96;89340;60;1489;1
268;6012;4994;Sat, Aug 03, '96;258444;36;7179;1
269;6471;7184;Sun, Aug 04, '96;155640;24;6485;1
270;6296;6358;Tue, Aug 06, '96;270384;48;5633;1
271;7305;11359;Tue, Aug 06, '96;54024;12;4502;1
272;6144;5593;Fri, Aug 09, '96;44376;12;3698;1
273;6283;6289;Sun, Aug 11, '96;85632;48;1784;1
274;7246;11054;Tue, Aug 20, '96;148920;60;2482;1
275;5088;544;Thu, Aug 22, '96;91152;24;3798;1
276;5988;4851;Thu, Aug 22, '96;141648;24;5902;1
277;5282;1583;Sat, Aug 24, '96;388512;48;8094;-1
278;5938;4650;Sun, Aug 25, '96;402000;60;6700;1
279;5606;3084;Wed, Aug 28, '96;253512;36;7042;-1
280;5385;2143;Mon, Sep 09, '96;71460;36;1985;1
281;6865;9199;Wed, Sep 11, '96;29448;12;2454;-1
282;5586;2994;Sat, Sep 14, '96;48744;36;1354;1
283;6302;6397;Mon, Sep 16, '96;181020;60;3017;1
284;7194;10762;Tue, Sep 17, '96;68832;36;1912;1
285;6461;7136;Thu, Sep 19, '96;74124;36;2059;1
286;6732;8533;Thu, Sep 19, '96;174048;48;3626;1
287;6613;7926;Sun, Sep 22, '96;84120;24;3505;1
288;7036;10019;Wed, Sep 25, '96;194940;36;5415;1
289;5897;4476;Wed, Sep 25, '96;15192;24;633;1
290;6995;9814;Thu, Sep 26, '96;96168;12;8014;1
291;5415;2236;Thu, Sep 26, '96;139464;36;3874;-1
292;7136;10436;Sat, Sep 28, '96;54396;36;1511;1
293;7271;11186;Wed, Oct 02, '96;392460;60;6541;1
294;5375;2106;Thu, Oct 03, '96;101520;12;8460;1
295;5635;3230;Fri, Oct 04, '96;77184;36;2144;1
296;6817;9024;Fri, Oct 04, '96;70656;48;1472;1
297;5923;4585;Thu, Oct 10, '96;64656;48;1347;1
298;5329;1862;Wed, Oct 16, '96;396120;60;6602;1
299;6644;8039;Sun, Oct 20, '96;93600;24;3900;1
300;6354;6688;Wed, Oct 23, '96;22968;36;638;1
301;5082;501;Thu, Oct 24, '96;262980;60;4383;1
302;6585;7795;Tue, Oct 29, '96;372120;60;6202;1
303;6921;9422;Tue, Oct 29, '96;86184;12;7182;1
304;5366;2062;Tue, Oct 29, '96;86184;12;7182;1
305;5886;4447;Thu, Oct 31, '96;192744;36;5354;1
306;5741;3754;Sun, Nov 03, '96;68544;24;2856;1
307;4996;132;Wed, Nov 06, '96;88440;12;7370;1
308;6015;5001;Sat, Nov 09, '96;110112;24;4588;1
309;6309;6434;Mon, Nov 11, '96;110136;24;4589;1
310;6073;5263;Tue, Nov 12, '96;276300;60;4605;1
311;6006;4948;Fri, Nov 15, '96;359760;60;5996;1
312;5611;3115;Fri, Nov 15, '96;321180;60;5353;1
313;6944;9548;Fri, Nov 15, '96;46176;48;962;1
314;7101;10297;Mon, Nov 18, '96;421008;48;8771;1
315;6599;7859;Tue, Nov 19, '96;72120;12;6010;1
316;6940;9510;Fri, Nov 22, '96;228276;36;6341;1
317;5209;1250;Mon, Nov 25, '96;182640;48;3805;1
318;5388;2153;Thu, Nov 28, '96;61560;12;5130;1
319;6011;4981;Thu, Nov 28, '96;179328;48;3736;1
320;5591;3021;Wed, Dec 04, '96;155616;48;3242;1
321;7154;10520;Thu, Dec 05, '96;417600;60;6960;1
322;7130;10411;Wed, Dec 11, '96;123408;24;5142;1
323;6818;9030;Thu, Dec 12, '96;155616;48;3242;1
324;5625;3189;Sun, Dec 15, '96;222180;60;3703;-1
325;6805;8972;Sat, Dec 21, '96;45024;48;938;1
326;7233;10963;Wed, Dec 25, '96;115812;36;3217;1
327;7308;11362;Fri, Dec 27, '96;129408;24;5392;1
